,users,catchingUpRatio,order,freq,ordinary-late,features,probability,prediction
36,Bo��tjanK,0.0,1.0,0.6153846153846154,ordinary,"[0.0,1.0,0.6153846153846154]","[4.406799148569058e-08,6.684642535967211e-09,0.999999949247366]",2
37,Branklo,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[2.994191710753762e-08,9.316812394061523e-09,0.9999999607412705]",2
38,BrunoB,0.2222222222222222,0.875,0.6666666666666666,ordinary,"[0.2222222222222222,0.875,0.6666666666666666]","[0.9363063143908003,0.06369368560919962,7.423498383995209e-17]",0
39,Buda,0.6666666666666666,0.4,0.3333333333333333,ordinary,"[0.6666666666666666,0.4,0.3333333333333333]","[1.2241091783485637e-15,0.9999999999999976,1.2240876909584395e-15]",1
40,Buki,0.0,1.0,0.8,ordinary,"[0.0,1.0,0.8]","[2.5699323384495993e-08,1.3584410667846008e-09,0.9999999729422355]",2
41,chibu79,0.08333333333333333,1.0,0.9166666666666666,ordinary,"[0.08333333333333333,1.0,0.9166666666666666]","[4.1070734938435166e-08,5.39534118530196e-10,0.9999999583897309]",2
42,Cromiza,0.2727272727272727,0.8,0.2727272727272727,ordinary,"[0.2727272727272727,0.8,0.2727272727272727]","[0.3000251257132844,0.6999748742867153,1.6252329935969477e-16]",1
43,cvjetko,0.25,1.0,0.6666666666666666,ordinary,"[0.25,1.0,0.6666666666666666]","[2.737100034092165e-08,1.7595706219804315e-08,0.9999999550332935]",2
44,Dalka,0.0,0.5714285714285714,0.5,ordinary,"[0.0,0.5714285714285714,0.5]","[0.0002478914052144001,0.999752108594785,5.268053869429983e-16]",1
45,Damir Mulalic,0.25,1.0,0.16666666666666666,ordinary,"[0.25,1.0,0.16666666666666666]","[1.4640882605050885e-08,1.8875045130270302e-08,0.9999999664840723]",2
46,damir.juretic,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]","[1.400350563429571e-08,9.003365497838539e-11,0.9999999859064607]",2
47,Danilo4783,0.2727272727272727,1.0,0.09090909090909093,ordinary,"[0.2727272727272727,1.0,0.09090909090909093]","[7.930318357437433e-09,1.1603620679180831e-08,0.999999980466061]",2
48,Dario,0.1111111111111111,1.0,0.2222222222222222,ordinary,"[0.1111111111111111,1.0,0.2222222222222222]","[9.880796740601617e-08,1.6018645786185378e-08,0.9999998851733868]",2
49,DarioR,0.14285714285714285,1.0,0.14285714285714285,ordinary,"[0.14285714285714285,1.0,0.14285714285714285]","[7.716838854672993e-08,1.162081605907738e-08,0.9999999112107953]",2
50,Darko Babic,0.15384615384615385,1.0,0.6923076923076923,ordinary,"[0.15384615384615385,1.0,0.6923076923076923]","[5.795401709182658e-08,8.864318925093141e-09,0.999999933181664]",2
51,Dejan Adamic,0.15384615384615385,0.5833333333333334,0.6153846153846154,ordinary,"[0.15384615384615385,0.5833333333333334,0.6153846153846154]","[0.000604876799689802,0.9993951232003095,6.7984353297613285e-16]",1
52,DejanJ,0.07692307692307693,0.9166666666666666,0.8461538461538461,ordinary,"[0.07692307692307693,0.9166666666666666,0.8461538461538461]","[0.9952789287794932,0.004721071220506656,1.4825176745711826e-16]",0
53,delimir,0.0,0.8,0.0,ordinary,"[0.0,0.8,0.0]","[0.9888531735836172,0.01114682641638263,1.517080320686728e-16]",0
54,demirel,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]","[1.0426025922883952e-12,0.9999999999989568,6.370793052146973e-16]",1
55,Deni Oreb,0.9090909090909091,1.0,0.09090909090909093,ordinary,"[0.9090909090909091,1.0,0.09090909090909093]","[1.0486144411344561e-21,5.1118436063980576e-08,0.999999948881564]",2
56,Dimen,0.2,0.75,0.4,ordinary,"[0.2,0.75,0.4]","[0.35821613694289456,0.6417838630571053,1.2075108013244035e-16]",1
57,dkervina,0.5,1.0,0.5,ordinary,"[0.5,1.0,0.5]","[3.8975303708383395e-11,1.0719902705533575e-07,0.9999998927619976]",2
58,dmeic,0.46153846153846156,0.8333333333333334,0.3076923076923077,ordinary,"[0.46153846153846156,0.8333333333333334,0.3076923076923077]","[0.0019641313963705332,0.9980358686036293,1.9986122593630247e-16]",1
59,Domen S,0.0,1.0,0.9166666666666666,ordinary,"[0.0,1.0,0.9166666666666666]","[1.8086942091526608e-08,3.160203209210201e-10,0.9999999815970375]",2
60,Dorsi,0.6,1.0,0.4,ordinary,"[0.6,1.0,0.4]","[3.437512186596235e-13,1.5397752135408498e-07,0.9999998460221349]",2
61,dragana,0.5714285714285714,0.5,0.42857142857142855,ordinary,"[0.5714285714285714,0.5,0.42857142857142855]","[4.0731636153617126e-13,0.9999999999995922,4.142126464550488e-16]",1
62,Dra��en,0.0,0.875,0.5555555555555556,ordinary,"[0.0,0.875,0.5555555555555556]","[0.9699645572883039,0.030035442711696086,5.644977621486354e-17]",0
63,drejc,0.09090909090909091,0.7,0.18181818181818185,ordinary,"[0.09090909090909091,0.7,0.18181818181818185]","[0.2642496306305858,0.7357503693694138,3.5848048842039554e-16]",1
64,Du��i,0.0,1.0,0.125,ordinary,"[0.0,1.0,0.125]","[1.672375669133456e-07,6.570046627277135e-09,0.9999998261923865]",2
65,Edvard,0.1111111111111111,1.0,0.7777777777777778,ordinary,"[0.1111111111111111,1.0,0.7777777777777778]","[5.60679535607501e-08,3.2963324113970073e-09,0.9999999406357142]",2
66,Efa i Neno,0.38461538461538464,0.75,0.38461538461538464,ordinary,"[0.38461538461538464,0.75,0.38461538461538464]","[0.005485985634605028,0.9945140143653949,1.3363738106832537e-16]",1
67,Elena Nikolovska,0.5,1.0,0.125,ordinary,"[0.5,1.0,0.125]","[5.316676891182137e-12,2.8292180220184812e-08,0.9999999717025032]",2
68,Ferijan Perkovic,0.3333333333333333,0.875,0.5555555555555556,ordinary,"[0.3333333333333333,0.875,0.5555555555555556]","[0.3878084243427153,0.6121915756572845,2.1847269528268671e-16]",1
69,filip mestrovic,0.2857142857142857,1.0,0.7142857142857143,ordinary,"[0.2857142857142857,1.0,0.7142857142857143]","[1.8236273692922e-08,1.5108880361974373e-08,0.999999966654846]",2
70,Gasper,0.14285714285714285,0.6666666666666666,0.42857142857142855,ordinary,"[0.14285714285714285,0.6666666666666666,0.42857142857142855]","[0.03636471328488428,0.9636352867151156,1.9286260963118942e-16]",1
71,gcampa,0.25,1.0,0.4166666666666667,ordinary,"[0.25,1.0,0.4166666666666667]","[2.0395143971096878e-08,4.065855580661392e-08,0.9999999389463001]",2
72,GITA MARINKOVIC,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]","[1.0426025922883952e-12,0.9999999999989568,6.370793052146973e-16]",1
73,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,ordinary,"[0.16666666666666666,1.0,0.08333333333333333]","[5.730806328433315e-08,8.097843674349687e-09,0.999999934594093]",2
74,Goran ��urica,0.0,0.9166666666666666,0.3076923076923077,ordinary,"[0.0,0.9166666666666666,0.3076923076923077]","[0.9683067771101541,0.03169322288984579,7.239390025167656e-17]",0
75,Gordan,0.0,0.9166666666666666,0.07692307692307693,ordinary,"[0.0,0.9166666666666666,0.07692307692307693]","[0.9926406907252849,0.007359309274715019,1.2230121583325522e-16]",0
76,Gordana Genc,0.1111111111111111,1.0,0.8888888888888888,ordinary,"[0.1111111111111111,1.0,0.8888888888888888]","[4.896681256665008e-08,9.282597998887259e-10,0.9999999501049277]",2
77,gpet,0.16666666666666666,0.9090909090909092,0.8333333333333334,ordinary,"[0.16666666666666666,0.9090909090909092,0.8333333333333334]","[0.9924611290208483,0.007538870979151552,1.1000672509413727e-16]",0
78,Gregor Primc,0.08333333333333333,1.0,0.4166666666666667,ordinary,"[0.08333333333333333,1.0,0.4166666666666667]","[8.97584542684458e-08,2.0130570843157754e-08,0.999999890110975]",2
79,greta,0.42857142857142855,0.6666666666666666,0.2857142857142857,ordinary,"[0.42857142857142855,0.6666666666666666,0.2857142857142857]","[1.9314424542850736e-05,0.999980685575457,1.3754928901086902e-16]",1
80,Grozdana Sirotic,0.0,1.0,0.5,ordinary,"[0.0,1.0,0.5]","[6.109621229066156e-08,1.1603355944814203e-08,0.9999999273004316]",2
81,Grup amor,0.0,0.875,0.1111111111111111,ordinary,"[0.0,0.875,0.1111111111111111]","[0.9899388288602119,0.010061171139788007,6.878583328813317e-17]",0
82,HanaP,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]","[2.296197257072974e-07,2.4362701604550107e-09,0.9999997679440042]",2
83,Hrvoje Juvancic,0.4444444444444444,1.0,0.5555555555555556,ordinary,"[0.4444444444444444,1.0,0.5555555555555556]","[3.2351550265308436e-10,7.531287795958037e-08,0.9999999243636065]",2
84,Igor ��utic,0.0,1.0,0.8461538461538461,ordinary,"[0.0,1.0,0.8461538461538461]","[2.23867635836471e-08,7.955020818051079e-10,0.9999999768177343]",2
85,Igor ��afran,0.0,0.75,0.7692307692307693,ordinary,"[0.0,0.75,0.7692307692307693]","[0.9489345751078718,0.05106542489212766,4.854726014271747e-16]",0
86,Igor29,0.6666666666666666,1.0,0.3333333333333333,ordinary,"[0.6666666666666666,1.0,0.3333333333333333]","[7.598402142041158e-15,1.6125273190461088e-07,0.9999998387472605]",2
87,IgorGancevic,0.25,0.8571428571428571,0.125,ordinary,"[0.25,0.8571428571428571,0.125]","[0.7280449513906454,0.2719550486093543,2.9482935275584615e-16]",0
88,igorr,0.1111111111111111,1.0,0.2222222222222222,ordinary,"[0.1111111111111111,1.0,0.2222222222222222]","[9.880796740601617e-08,1.6018645786185378e-08,0.9999998851733868]",2
89,iivana,0.14285714285714285,0.8333333333333334,0.2857142857142857,ordinary,"[0.14285714285714285,0.8333333333333334,0.2857142857142857]","[0.8991015022404137,0.10089849775958624,4.5625117856598365e-17]",0
90,Ina,0.0,1.0,0.9,ordinary,"[0.0,1.0,0.9]","[1.9027199934551908e-08,3.9763406158755666e-10,0.999999980575166]",2
91,Ines,0.875,1.0,0.125,ordinary,"[0.875,1.0,0.125]","[2.3770781800215023e-21,6.8067625229229e-08,0.9999999319323748]",2
92,Ivan Odrljin,0.07692307692307693,0.9166666666666666,0.6923076923076923,ordinary,"[0.07692307692307693,0.9166666666666666,0.6923076923076923]","[0.9815419872539783,0.018458012746021654,7.520355768524698e-17]",0
93,Ivana PR,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]","[1.400350563429571e-08,9.003365497838539e-11,0.9999999859064607]",2
94,IvanV,0.3333333333333333,0.8,0.3333333333333333,ordinary,"[0.3333333333333333,0.8,0.3333333333333333]","[0.08378161642953053,0.9162183835704694,1.5561193923728098e-16]",1
95,Ivica Komljenovic,0.8461538461538461,0.9166666666666666,0.15384615384615385,ordinary,"[0.8461538461538461,0.9166666666666666,0.15384615384615385]","[6.809389469570002e-13,0.9999999999993154,3.596430515967534e-15]",1
96,Iztok3,0.4,1.0,0.2,ordinary,"[0.4,1.0,0.2]","[3.1257425641280274e-10,3.6664733603458024e-08,0.9999999630226922]",2
97,jadralec Jaro,0.125,0.7142857142857143,0.625,ordinary,"[0.125,0.7142857142857143,0.625]","[0.5554819711735334,0.4445180288264663,3.39846227740294e-16]",0
98,Jadran,0.16666666666666666,1.0,0.8333333333333334,ordinary,"[0.16666666666666666,1.0,0.8333333333333334]","[5.2911095046169903e-08,2.5330265050738932e-09,0.9999999445558785]",2
99,Janez  stupica,0.0,0.8571428571428571,0.625,ordinary,"[0.0,0.8571428571428571,0.625]","[0.9759000236259766,0.024099976374023172,6.532444738449053e-17]",0
100,Jani Pristavec,0.07692307692307693,1.0,0.6923076923076923,ordinary,"[0.07692307692307693,1.0,0.6923076923076923]","[5.83032047402901e-08,5.847685473182014e-09,0.9999999358491098]",2
101,Jaro��,0.0,0.8,0.5,ordinary,"[0.0,0.8,0.5]","[0.9268168595098583,0.07318314049014157,6.689669434491791e-17]",0
102,Jasminka,0.2857142857142857,0.8333333333333334,0.5714285714285714,ordinary,"[0.2857142857142857,0.8333333333333334,0.5714285714285714]","[0.6230820007763709,0.376917999223629,1.3998524228388788e-16]",0
103,jelena,0.09090909090909091,1.0,0.9090909090909092,ordinary,"[0.09090909090909091,1.0,0.9090909090909092]","[4.3480794114038704e-08,6.272710381606173e-10,0.9999999558919348]",2
104,Jelena-Marija,0.6363636363636364,0.8,0.2727272727272727,ordinary,"[0.6363636363636364,0.8,0.2727272727272727]","[2.2928636821373062e-07,0.9999997707136314,3.149359043360728e-16]",1
105,Jelena Cutura,0.2,1.0,0.6,ordinary,"[0.2,1.0,0.6]","[4.3951463908716196e-08,2.015756163809808e-08,0.9999999358909744]",2
106,jerko,0.5,0.9090909090909092,0.5,ordinary,"[0.5,0.9090909090909092,0.5]","[0.0015848124256395643,0.9984151875743602,2.9915434849513383e-16]",1
107,Jerko. Marinkovic,0.3333333333333333,0.9090909090909092,0.6666666666666666,ordinary,"[0.3333333333333333,0.9090909090909092,0.6666666666666666]","[0.5925292614723326,0.407470738527667,3.9616277235492405e-16]",0
108,Josip Rabanasic,0.42857142857142855,0.8333333333333334,0.42857142857142855,ordinary,"[0.42857142857142855,0.8333333333333334,0.42857142857142855]","[0.01101689876399906,0.9889831012360009,1.760883377658418e-16]",1
109,josko52@gmail.com,0.7142857142857143,0.8333333333333334,0.14285714285714285,ordinary,"[0.7142857142857143,0.8333333333333334,0.14285714285714285]","[3.0801793106516327e-09,0.9999999969198196,1.1966936642203574e-15]",1
110,JOZE,0.0,0.5,0.0,ordinary,"[0.0,0.5,0.0]","[1.0766057194234765e-06,0.9999989233942782,2.3522429030861513e-15]",1
111,Jo��ko,0.0,0.8888888888888888,0.6,ordinary,"[0.0,0.8888888888888888,0.6]","[0.9739827480368788,0.026017251963121255,7.100769501161197e-17]",0
112,Jure Gros,0.3076923076923077,1.0,0.3076923076923077,ordinary,"[0.3076923076923077,1.0,0.3076923076923077]","[5.5074266519190835e-09,4.369390750277552e-08,0.9999999507986658]",2
113,jure111,0.8333333333333334,1.0,0.16666666666666666,ordinary,"[0.8333333333333334,1.0,0.16666666666666666]","[5.558504445676627e-20,9.137986290758118e-08,0.9999999086201371]",2
114,jurebizjak,0.08333333333333333,1.0,0.5,ordinary,"[0.08333333333333333,1.0,0.5]","[7.961294203028752e-08,1.7198750608835312e-08,0.9999999031883073]",2
115,kapitan72,0.4444444444444444,0.625,0.5555555555555556,ordinary,"[0.4444444444444444,0.625,0.5555555555555556]","[6.149368699087628e-06,0.9999938506313006,3.1551916725070487e-16]",1
116,Karla,0.5,1.0,0.5,ordinary,"[0.5,1.0,0.5]","[3.8975303708383395e-11,1.0719902705533575e-07,0.9999998927619976]",2
117,Karmen Hrvatic,0.45454545454545453,1.0,0.5454545454545454,ordinary,"[0.45454545454545453,1.0,0.5454545454545454]","[2.2625383342249767e-10,8.095614254337194e-08,0.9999999188176038]",2
118,Katarina ��edlbauer,0.0,1.0,0.0,ordinary,"[0.0,1.0,0.0]","[2.296197257072974e-07,2.4362701604550107e-09,0.9999997679440042]",2
119,kec,0.07692307692307693,0.9166666666666666,0.07692307692307693,ordinary,"[0.07692307692307693,0.9166666666666666,0.07692307692307693]","[0.9878808274977372,0.012119172502262885,1.0746771337544711e-16]",0
120,kemi,0.25,0.5714285714285714,0.5,ordinary,"[0.25,0.5714285714285714,0.5]","[2.159469815477973e-05,0.9999784053018451,2.2013014226685264e-16]",1
121,Kiklop,0.0,0.4,0.18181818181818185,ordinary,"[0.0,0.4,0.18181818181818185]","[9.265636660364149e-12,0.9999999999907339,5.190142451342991e-16]",1
122,KlaraM,0.0,1.0,0.25,ordinary,"[0.0,1.0,0.25]","[1.2067284990686293e-07,1.1862033506012585e-08,0.9999998674651166]",2
123,Kreso,0.5,1.0,0.16666666666666666,ordinary,"[0.5,1.0,0.16666666666666666]","[6.661430113662434e-12,3.920959669410974e-08,0.9999999607837419]",2
124,Kristijan Lopac,0.18181818181818182,0.7,0.2727272727272727,ordinary,"[0.18181818181818182,0.7,0.2727272727272727]","[0.0805249704077259,0.9194750295922738,1.8430200112509802e-16]",1
125,Ksenija Sekulic,0.0,0.4545454545454545,0.0,ordinary,"[0.0,0.4545454545454545,0.0]","[1.0189221241245161e-08,0.9999999898107765,2.206849566028999e-15]",1
126,Kskoric,0.0,0.8888888888888888,0.0,ordinary,"[0.0,0.8888888888888888,0.0]","[0.9966866102071704,0.00331338979282947,1.1838789519845004e-16]",0
127,Kvasina,0.5454545454545454,1.0,0.4545454545454545,ordinary,"[0.5454545454545454,1.0,0.4545454545454545]","[5.256352255221687e-12,1.3200692340566524e-07,0.9999998679878201]",2
128,Labura,0.5,1.0,0.25,ordinary,"[0.5,1.0,0.25]","[1.0424908536365656e-11,6.588100120463662e-08,0.9999999341085739]",2
129,Lana,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[2.994191710753762e-08,9.316812394061523e-09,0.9999999607412705]",2
130,Lea Svilicic,0.08333333333333333,0.9090909090909092,0.3333333333333333,ordinary,"[0.08333333333333333,0.9090909090909092,0.3333333333333333]","[0.9555010221258259,0.04449897787417414,4.4687645035609247e-17]",0
131,Leo Mihaljevic,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[2.994191710753762e-08,9.316812394061523e-09,0.9999999607412705]",2
132,ljubica basic,0.0,1.0,0.9230769230769232,ordinary,"[0.0,1.0,0.9230769230769232]","[1.773702178877972e-08,2.887470926384415e-10,0.9999999819742312]",2
133,Luc,0.18181818181818182,1.0,0.8181818181818182,ordinary,"[0.18181818181818182,1.0,0.8181818181818182]","[5.071818907069173e-08,3.268623594754668e-09,0.9999999460131874]",2
134,lucijan,0.07692307692307693,0.6666666666666666,0.4615384615384616,ordinary,"[0.07692307692307693,0.6666666666666666,0.4615384615384616]","[0.07081629321215452,0.9291837067878452,2.7941928639886963e-16]",1
135,ludmilla,0.0,0.5,0.4,ordinary,"[0.0,0.5,0.4]","[4.234722266504082e-07,0.999999576527773,3.62605924874631e-16]",1
136,Luka Skocir,0.5555555555555556,1.0,0.4444444444444444,ordinary,"[0.5555555555555556,1.0,0.4444444444444444]","[3.2575581102545134e-12,1.3690028358684688e-07,0.9999998630964588]",2
137,luka.voncina,0.16666666666666666,1.0,0.8333333333333334,ordinary,"[0.16666666666666666,1.0,0.8333333333333334]","[5.2911095046169903e-08,2.5330265050738932e-09,0.9999999445558785]",2
138,lukaaa11,0.3333333333333333,1.0,0.3333333333333333,ordinary,"[0.3333333333333333,1.0,0.3333333333333333]","[3.1975826326320055e-09,5.127338318773004e-08,0.9999999455290343]",2
139,Lupodimare,0.3333333333333333,0.4,0.3333333333333333,ordinary,"[0.3333333333333333,0.4,0.3333333333333333]","[4.9362124707361994e-14,0.9999999999999504,2.442308051359301e-16]",1
140,Maja Demaria,0.4,1.0,0.6,ordinary,"[0.4,1.0,0.6]","[1.3516041199358475e-09,5.25163014678326e-08,0.9999999461320944]",2
141,Maja Grinek,0.4444444444444444,0.875,0.3333333333333333,ordinary,"[0.4444444444444444,0.875,0.3333333333333333]","[0.006091757091978251,0.9939082429080215,2.247636852729698e-16]",1
142,maja laurence,0.0,0.6666666666666666,0.0,ordinary,"[0.0,0.6666666666666666,0.0]","[0.2831912962395711,0.7168087037604255,3.3586939191516316e-15]",1
143,MajaM,0.6153846153846154,0.5833333333333334,0.38461538461538464,ordinary,"[0.6153846153846154,0.5833333333333334,0.38461538461538464]","[3.387027089236978e-11,0.9999999999661294,3.009148041670629e-16]",1
144,Mare_,0.0,1.0,1.0,ordinary,"[0.0,1.0,1.0]","[1.400350563429571e-08,9.003365497838539e-11,0.9999999859064607]",2
145,mare10,0.0,0.8333333333333334,0.0,ordinary,"[0.0,0.8333333333333334,0.0]","[0.994331791361092,0.005668208638907978,1.0817825045619588e-16]",0
146,Maria,0.0,0.8571428571428571,0.625,ordinary,"[0.0,0.8571428571428571,0.625]","[0.9759000236259766,0.024099976374023172,6.532444738449053e-17]",0
147,Marijana,0.42857142857142855,1.0,0.42857142857142855,ordinary,"[0.42857142857142855,1.0,0.42857142857142855]","[3.10151458239089e-10,8.332586789431529e-08,0.9999999163639807]",2
148,MARINO BRZAC,0.6666666666666666,0.9090909090909092,0.3333333333333333,ordinary,"[0.6666666666666666,0.9090909090909092,0.3333333333333333]","[1.7122495497182757e-07,0.9999998287750446,4.2710392991186127e-16]",1
149,Mario Bursac,0.1111111111111111,1.0,0.7777777777777778,ordinary,"[0.1111111111111111,1.0,0.7777777777777778]","[5.60679535607501e-08,3.2963324113970073e-09,0.9999999406357142]",2
150,Mario91,0.5555555555555556,1.0,0.1111111111111111,ordinary,"[0.5555555555555556,1.0,0.1111111111111111]","[4.094798613539835e-13,2.8863100685792156e-08,0.9999999711364898]",2
151,Marjan Henigman,0.09090909090909091,1.0,0.9090909090909092,ordinary,"[0.09090909090909091,1.0,0.9090909090909092]","[4.3480794114038704e-08,6.272710381606173e-10,0.9999999558919348]",2
152,Markisha,0.5,1.0,0.5,ordinary,"[0.5,1.0,0.5]","[3.8975303708383395e-11,1.0719902705533575e-07,0.9999998927619976]",2
153,Marko Dundovic,0.07692307692307693,0.9166666666666666,0.15384615384615385,ordinary,"[0.07692307692307693,0.9166666666666666,0.15384615384615385]","[0.9787085480757508,0.02129145192424908,7.83106892113203e-17]",0
154,Marko Kralj,0.6,1.0,0.4,ordinary,"[0.6,1.0,0.4]","[3.437512186596235e-13,1.5397752135408498e-07,0.9999998460221349]",2
155,Marko L,0.0,0.9090909090909092,0.0,ordinary,"[0.0,0.9090909090909092,0.0]","[0.9967229095952734,0.0032770904047263612,1.5000778422621871e-16]",0
