,users,catchingUpRatio,order,freq,ordinary-late,features,probability,prediction
31,Danilo4783,0.2727272727272727,1.0,0.09090909090909093,ordinary,"[0.2727272727272727,1.0,0.09090909090909093]","[0.21839048744432402,0.7816094643360364,8.610844844387446e-17,4.8219639437247796e-08]",1
32,Dario,0.1111111111111111,1.0,0.2222222222222222,ordinary,"[0.1111111111111111,1.0,0.2222222222222222]","[0.036729353978081365,0.9632706180450585,3.2050064187224036e-17,2.7976860164174604e-08]",1
33,DarioR,0.14285714285714285,1.0,0.14285714285714285,ordinary,"[0.14285714285714285,1.0,0.14285714285714285]","[0.035753967308911325,0.9642460316171518,3.532891849647903e-17,1.0739368350918462e-09]",1
34,Darko Babic,0.15384615384615385,1.0,0.6923076923076923,ordinary,"[0.15384615384615385,1.0,0.6923076923076923]","[0.004292760220350799,0.9551070821984363,3.696055852735958e-17,0.04060015758121288]",1
35,Dejan Adamic,0.15384615384615385,0.5833333333333334,0.6153846153846154,ordinary,"[0.15384615384615385,0.5833333333333334,0.6153846153846154]","[0.652855703981773,1.1387781830886002e-09,2.0390623583844235e-16,0.34714429487944876]",0
36,DejanJ,0.07692307692307693,0.9166666666666666,0.8461538461538461,ordinary,"[0.07692307692307693,0.9166666666666666,0.8461538461538461]","[0.0008544658670185953,0.972257046513085,9.129344756382225e-17,0.02688848761989628]",1
37,demirel,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]","[0.05448755894398748,2.7221476821646154e-16,2.721916228729488e-16,0.9455124410560121]",3
38,Deni Oreb,0.9090909090909091,1.0,0.09090909090909093,ordinary,"[0.9090909090909091,1.0,0.09090909090909093]","[4.6259837903035003e-08,5.592847460583028e-22,0.9999998605281352,9.321202703442034e-08]",2
39,Dimen,0.2,0.75,0.4,ordinary,"[0.2,0.75,0.4]","[0.9897069268738019,0.0011643780281752523,6.35055384209359e-17,0.009128695098022721]",0
40,dkervina,0.5,1.0,0.5,ordinary,"[0.5,1.0,0.5]","[3.720241979472631e-07,1.067486398736133e-09,0.9999993842408771,2.4266743847234576e-07]",2
41,dmeic,0.46153846153846156,0.8333333333333334,0.3076923076923077,ordinary,"[0.46153846153846156,0.8333333333333334,0.3076923076923077]","[0.9201423354661651,3.967840749486702e-05,4.6372502520342395e-17,0.07981798612634017]",0
42,Dorsi,0.6,1.0,0.4,ordinary,"[0.6,1.0,0.4]","[5.630197482607245e-07,2.784072471530109e-12,0.9999991658943844,2.7108308325462147e-07]",2
43,dragana,0.5714285714285714,0.5,0.42857142857142855,ordinary,"[0.5714285714285714,0.5,0.42857142857142855]","[0.06868148652833966,2.118246949792384e-16,2.1182464900631063e-16,0.93131851347166]",3
44,drejc,0.09090909090909091,0.7,0.18181818181818185,ordinary,"[0.09090909090909091,0.7,0.18181818181818185]","[0.9999792669182339,2.0661082050322785e-05,5.279467321229433e-16,7.199971533056958e-08]",0
45,Edvard,0.1111111111111111,1.0,0.7777777777777778,ordinary,"[0.1111111111111111,1.0,0.7777777777777778]","[0.001296890019558222,0.9519479492742209,8.49786927907594e-17,0.04675516070622081]",1
46,Efa i Neno,0.38461538461538464,0.75,0.38461538461538464,ordinary,"[0.38461538461538464,0.75,0.38461538461538464]","[0.8729316191822345,7.653826491087554e-06,4.2258052155372895e-17,0.12706072699127444]",0
47,Elena Nikolovska,0.5,1.0,0.125,ordinary,"[0.5,1.0,0.125]","[0.9984300510542184,0.000508479869449772,1.3861551903514838e-16,0.0010614690763316376]",0
48,Ferijan Perkovic,0.3333333333333333,0.875,0.5555555555555556,ordinary,"[0.3333333333333333,0.875,0.5555555555555556]","[0.5034360908581386,0.1569502993779603,7.567383579988148e-17,0.3396136097639011]",0
49,filip mestrovic,0.2857142857142857,1.0,0.7142857142857143,ordinary,"[0.2857142857142857,1.0,0.7142857142857143]","[2.0448169754130234e-08,1.1699356713255628e-06,0.9999987192817845,9.033437445142737e-08]",2
50,Gasper,0.14285714285714285,0.6666666666666666,0.42857142857142855,ordinary,"[0.14285714285714285,0.6666666666666666,0.42857142857142855]","[0.9918517643229086,1.9581498711294246e-06,1.0219314854971075e-16,0.008146277527220077]",0
51,gcampa,0.25,1.0,0.4166666666666667,ordinary,"[0.25,1.0,0.4166666666666667]","[0.1289786671277342,0.8651626636934332,2.4963799825148777e-17,0.005858669178832507]",1
52,GITA MARINKOVIC,0.75,0.6666666666666666,0.25,ordinary,"[0.75,0.6666666666666666,0.25]","[0.05448755894398748,2.7221476821646154e-16,2.721916228729488e-16,0.9455124410560121]",3
53,Goran Cacic,0.16666666666666666,1.0,0.08333333333333333,ordinary,"[0.16666666666666666,1.0,0.08333333333333333]","[0.034794997171277084,0.9652050027442481,4.6024906481368433e-17,8.447486878498665e-11]",1
54,Gordana Genc,0.1111111111111111,1.0,0.8888888888888888,ordinary,"[0.1111111111111111,1.0,0.8888888888888888]","[2.5267142446302486e-10,1.0661701580862646e-06,0.9999989146372276,1.8939942925703122e-08]",2
55,gpet,0.16666666666666666,0.9090909090909092,0.8333333333333334,ordinary,"[0.16666666666666666,0.9090909090909092,0.8333333333333334]","[0.0012423896059198262,0.9877982514953448,4.4499912727808385e-17,0.010959358898735361]",1
56,Gregor Primc,0.08333333333333333,1.0,0.4166666666666667,ordinary,"[0.08333333333333333,1.0,0.4166666666666667]","[0.03131842667727017,0.9685827246665599,3.411483324300365e-17,9.884865616986513e-05]",1
57,greta,0.42857142857142855,0.6666666666666666,0.2857142857142857,ordinary,"[0.42857142857142855,0.6666666666666666,0.2857142857142857]","[0.9020163614745874,3.3010475288570383e-10,9.48050621914603e-17,0.09798363819530771]",0
58,Hrvoje Juvancic,0.4444444444444444,1.0,0.5555555555555556,ordinary,"[0.4444444444444444,1.0,0.5555555555555556]","[2.282478773406408e-07,1.3911342085382625e-08,0.9999995506128212,2.0722795924933399e-07]",2
59,Igor29,0.6666666666666666,1.0,0.3333333333333333,ordinary,"[0.6666666666666666,1.0,0.3333333333333333]","[5.324104623195357e-07,2.0432384881985595e-14,0.9999992097430993,2.578464179924437e-07]",2
60,IgorGancevic,0.25,0.8571428571428571,0.125,ordinary,"[0.25,0.8571428571428571,0.125]","[0.8771807496984758,0.12281852607760371,1.6793110383128127e-16,7.24223920321996e-07]",0
61,igorr,0.1111111111111111,1.0,0.2222222222222222,ordinary,"[0.1111111111111111,1.0,0.2222222222222222]","[0.036729353978081365,0.9632706180450585,3.2050064187224036e-17,2.7976860164174604e-08]",1
62,iivana,0.14285714285714285,0.8333333333333334,0.2857142857142857,ordinary,"[0.14285714285714285,0.8333333333333334,0.2857142857142857]","[0.7971591569402597,0.2028121809291151,1.0966730944401477e-16,2.8662130625097616e-05]",0
63,Ines,0.875,1.0,0.125,ordinary,"[0.875,1.0,0.125]","[8.065207566249582e-08,4.744524872858477e-22,0.9999998029344866,1.1641343767200211e-07]",2
64,Ivan Odrljin,0.07692307692307693,0.9166666666666666,0.6923076923076923,ordinary,"[0.07692307692307693,0.9166666666666666,0.6923076923076923]","[0.008014790093741965,0.9546335891482943,4.4374230311282187e-17,0.037351620757963735]",1
65,IvanV,0.3333333333333333,0.8,0.3333333333333333,ordinary,"[0.3333333333333333,0.8,0.3333333333333333]","[0.9811221217267947,0.0010554270879841383,4.102630353334455e-17,0.01782245118522109]",0
66,Ivica Komljenovic,0.8461538461538461,0.9166666666666666,0.15384615384615385,ordinary,"[0.8461538461538461,0.9166666666666666,0.15384615384615385]","[0.2850941704616797,1.4781302847060061e-15,1.0955055231737057e-15,0.7149058295383177]",3
67,Iztok3,0.4,1.0,0.2,ordinary,"[0.4,1.0,0.2]","[0.9536919432021268,0.04536425102169076,8.837461411098186e-17,0.0009438057761823128]",0
68,jadralec Jaro,0.125,0.7142857142857143,0.625,ordinary,"[0.125,0.7142857142857143,0.625]","[0.6636180180295433,0.0010261188387126806,2.2104214257507944e-16,0.33535586313174376]",0
69,Jadran,0.16666666666666666,1.0,0.8333333333333334,ordinary,"[0.16666666666666666,1.0,0.8333333333333334]","[1.2460582190471476e-09,1.9312696964001246e-06,0.999998033965981,3.351826443592322e-08]",2
70,Jani Pristavec,0.07692307692307693,1.0,0.6923076923076923,ordinary,"[0.07692307692307693,1.0,0.6923076923076923]","[0.004204278252239763,0.9470175546320815,8.082371656938541e-17,0.04877816711567869]",1
71,Jasminka,0.2857142857142857,0.8333333333333334,0.5714285714285714,ordinary,"[0.2857142857142857,0.8333333333333334,0.5714285714285714]","[0.5367984250386875,0.11758894732060639,8.061515555966658e-17,0.3456126276407061]",0
72,jelena,0.09090909090909091,1.0,0.9090909090909092,ordinary,"[0.09090909090909091,1.0,0.9090909090909092]","[1.3511204966562927e-10,7.538169007696571e-07,0.999999230918597,1.5129390292593554e-08]",2
73,Jelena-Marija,0.6363636363636364,0.8,0.2727272727272727,ordinary,"[0.6363636363636364,0.8,0.2727272727272727]","[0.5278395677041374,1.1624327280818728e-10,1.2163288053024761e-16,0.4721604321796192]",0
74,Jelena Cutura,0.2,1.0,0.6,ordinary,"[0.2,1.0,0.6]","[0.01694247629204327,0.9483339896596906,2.4627244390104553e-17,0.03472353404826595]",1
75,jerko,0.5,0.9090909090909092,0.5,ordinary,"[0.5,0.9090909090909092,0.5]","[0.6366037663092265,0.0005145149690221084,1.0335069680091991e-16,0.3628817187217513]",0
76,Jerko. Marinkovic,0.3333333333333333,0.9090909090909092,0.6666666666666666,ordinary,"[0.3333333333333333,0.9090909090909092,0.6666666666666666]","[0.16462330503413597,0.616048541252776,1.4030414861850093e-16,0.2193281537130881]",1
77,Josip Rabanasic,0.42857142857142855,0.8333333333333334,0.42857142857142855,ordinary,"[0.42857142857142855,0.8333333333333334,0.42857142857142855]","[0.7620271825318742,0.0003656414929976655,4.3841674592562366e-17,0.2376071759751282]",0
78,josko52@gmail.com,0.7142857142857143,0.8333333333333334,0.14285714285714285,ordinary,"[0.7142857142857143,0.8333333333333334,0.14285714285714285]","[0.579431904227167,1.4981174074991267e-12,4.793806967629739e-16,0.4205680957713345]",0
79,Jure Gros,0.3076923076923077,1.0,0.3076923076923077,ordinary,"[0.3076923076923077,1.0,0.3076923076923077]","[0.4583260184516416,0.5396238987581289,4.763356373018855e-17,0.0020500827902295584]",1
80,jure111,0.8333333333333334,1.0,0.16666666666666666,ordinary,"[0.8333333333333334,1.0,0.16666666666666666]","[1.4477552696335656e-07,3.749159608698686e-21,0.9999997077553919,1.474690811004697e-07]",2
81,jurebizjak,0.08333333333333333,1.0,0.5,ordinary,"[0.08333333333333333,1.0,0.5]","[0.02173048486082366,0.9767688751783292,3.770883680625158e-17,0.0015006399608470525]",1
82,kapitan72,0.4444444444444444,0.625,0.5555555555555556,ordinary,"[0.4444444444444444,0.625,0.5555555555555556]","[0.4572879587793609,2.4474887569951182e-11,1.3826085804548464e-16,0.5427120411961642]",3
83,Karla,0.5,1.0,0.5,ordinary,"[0.5,1.0,0.5]","[3.720241979472631e-07,1.067486398736133e-09,0.9999993842408771,2.4266743847234576e-07]",2
84,Karmen Hrvatic,0.45454545454545453,1.0,0.5454545454545454,ordinary,"[0.45454545454545453,1.0,0.5454545454545454]","[2.5289640542057984e-07,9.071132184895814e-09,0.9999995236754955,2.1435696686639144e-07]",2
85,kec,0.07692307692307693,0.9166666666666666,0.07692307692307693,ordinary,"[0.07692307692307693,0.9166666666666666,0.07692307692307693]","[0.06470871222677756,0.935291287770804,1.8819973609230945e-16,2.4181023688775437e-12]",1
86,kemi,0.25,0.5714285714285714,0.5,ordinary,"[0.25,0.5714285714285714,0.5]","[0.7492092998655021,1.3884285851083153e-11,1.079631056165931e-16,0.25079070012061355]",0
87,Kreso,0.5,1.0,0.16666666666666666,ordinary,"[0.5,1.0,0.16666666666666666]","[0.995844447418362,0.0005016695506604962,1.0780034556281965e-16,0.0036538830309775965]",0
88,Kristijan Lopac,0.18181818181818182,0.7,0.2727272727272727,ordinary,"[0.18181818181818182,0.7,0.2727272727272727]","[0.9998836837561972,1.1105911353502461e-05,1.1017014850046781e-16,0.0001052103324492633]",0
89,Kvasina,0.5454545454545454,1.0,0.4545454545454545,ordinary,"[0.5454545454545454,1.0,0.4545454545454545]","[4.836762178659949e-07,8.828250513897187e-11,0.999999253888318,2.6234718162136406e-07]",2
90,Labura,0.5,1.0,0.25,ordinary,"[0.5,1.0,0.25]","[0.9708342249642796,0.0005572223728408851,8.174132138627955e-17,0.02860855266287927]",0
91,Lana,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[9.655096661284596e-09,1.7530663461010696e-06,0.9999981679211761,6.935738120320026e-08]",2
92,Lea Svilicic,0.08333333333333333,0.9090909090909092,0.3333333333333333,ordinary,"[0.08333333333333333,0.9090909090909092,0.3333333333333333]","[0.11886383308240195,0.881129130862332,4.410652302891989e-17,7.036055266008174e-06]",1
93,Leo Mihaljevic,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[9.655096661284596e-09,1.7530663461010696e-06,0.9999981679211761,6.935738120320026e-08]",2
94,Luc,0.18181818181818182,1.0,0.8181818181818182,ordinary,"[0.18181818181818182,1.0,0.8181818181818182]","[1.864771232248396e-09,2.0725046985495846e-06,0.9999978869311587,3.8699371551945194e-08]",2
95,lucijan,0.07692307692307693,0.6666666666666666,0.4615384615384616,ordinary,"[0.07692307692307693,0.6666666666666666,0.4615384615384616]","[0.9943236370695876,3.4533751567320837e-06,1.7613649549679776e-16,0.005672909555255331]",0
96,Luka Skocir,0.5555555555555556,1.0,0.4444444444444444,ordinary,"[0.5555555555555556,1.0,0.4444444444444444]","[5.041958776948231e-07,4.836358026778386e-11,0.9999992304878795,2.652678791512077e-07]",2
97,luka.voncina,0.16666666666666666,1.0,0.8333333333333334,ordinary,"[0.16666666666666666,1.0,0.8333333333333334]","[1.2460582190471476e-09,1.9312696964001246e-06,0.999998033965981,3.351826443592322e-08]",2
98,lukaaa11,0.3333333333333333,1.0,0.3333333333333333,ordinary,"[0.3333333333333333,1.0,0.3333333333333333]","[0.6147788407844378,0.3759163727661203,5.828322051057027e-17,0.009304786449441778]",0
99,Lupodimare,0.3333333333333333,0.4,0.3333333333333333,ordinary,"[0.3333333333333333,0.4,0.3333333333333333]","[0.5668522858963483,1.2211377719912582e-15,1.2211377716077928e-15,0.4331477141036492]",0
100,Maja Demaria,0.4,1.0,0.6,ordinary,"[0.4,1.0,0.6]","[1.3520009478419024e-07,7.423548289095043e-08,0.9999996167535276,1.738108946955973e-07]",2
101,Maja Grinek,0.4444444444444444,0.875,0.3333333333333333,ordinary,"[0.4444444444444444,0.875,0.3333333333333333]","[0.9182828868994979,0.0006971894847878924,4.392940572562608e-17,0.08101992361571414]",0
102,MajaM,0.6153846153846154,0.5833333333333334,0.38461538461538464,ordinary,"[0.6153846153846154,0.5833333333333334,0.38461538461538464]","[0.10898442527140438,1.6449849104733533e-16,1.6421419685189998e-16,0.8910155747285954]",3
103,Marijana,0.42857142857142855,1.0,0.42857142857142855,ordinary,"[0.42857142857142855,1.0,0.42857142857142855]","[0.7405031249060908,0.02672734672713177,9.175752634375754e-17,0.2327695283667774]",0
104,MARINO BRZAC,0.6666666666666666,0.9090909090909092,0.3333333333333333,ordinary,"[0.6666666666666666,0.9090909090909092,0.3333333333333333]","[0.591406252568907,4.737093424289654e-09,1.4641389320116416e-16,0.4085937426939995]",0
105,Mario Bursac,0.1111111111111111,1.0,0.7777777777777778,ordinary,"[0.1111111111111111,1.0,0.7777777777777778]","[0.001296890019558222,0.9519479492742209,8.49786927907594e-17,0.04675516070622081]",1
106,Mario91,0.5555555555555556,1.0,0.1111111111111111,ordinary,"[0.5555555555555556,1.0,0.1111111111111111]","[0.9971011539476596,2.3741873314129578e-05,1.7911085524180133e-16,0.002875104179026039]",0
107,Marjan Henigman,0.09090909090909091,1.0,0.9090909090909092,ordinary,"[0.09090909090909091,1.0,0.9090909090909092]","[1.3511204966562927e-10,7.538169007696571e-07,0.999999230918597,1.5129390292593554e-08]",2
108,Markisha,0.5,1.0,0.5,ordinary,"[0.5,1.0,0.5]","[3.720241979472631e-07,1.067486398736133e-09,0.9999993842408771,2.4266743847234576e-07]",2
109,Marko Dundovic,0.07692307692307693,0.9166666666666666,0.15384615384615385,ordinary,"[0.07692307692307693,0.9166666666666666,0.15384615384615385]","[0.08873009431322955,0.9112699052993994,1.0500531667564187e-16,3.8737111499321234e-10]",1
110,Marko Kralj,0.6,1.0,0.4,ordinary,"[0.6,1.0,0.4]","[5.630197482607245e-07,2.784072471530109e-12,0.9999991658943844,2.7108308325462147e-07]",2
111,marko maticic,0.25,0.6666666666666666,0.5,ordinary,"[0.25,0.6666666666666666,0.5]","[0.8217290493518636,7.535460236949805e-07,6.86573067507886e-17,0.1782701971021126]",0
112,masa sarusic,0.25,0.9090909090909092,0.75,ordinary,"[0.25,0.9090909090909092,0.75]","[0.011878197161203363,0.9523707697360263,5.060196797461298e-17,0.03575103310277037]",1
113,Mate Vitaljic,0.2,0.7777777777777778,0.8,ordinary,"[0.2,0.7777777777777778,0.8]","[0.2254805992885786,0.33949790389366763,9.841445164414305e-16,0.4350214968177527]",3
114,Matija Osterc,0.6923076923076923,0.9166666666666666,0.2307692307692308,ordinary,"[0.6923076923076923,0.9166666666666666,0.2307692307692308]","[0.6552833789335203,5.162449245482022e-10,2.0127203440450324e-16,0.3447166205502346]",0
115,Matjazzavrl,0.125,0.8571428571428571,0.375,ordinary,"[0.125,0.8571428571428571,0.375]","[0.4535557078301427,0.5460741346124314,6.995259794225578e-17,0.00037015755742593145]",1
116,mihaelas,0.4444444444444444,1.0,0.1111111111111111,ordinary,"[0.4444444444444444,1.0,0.1111111111111111]","[0.992146948718064,0.007709032726161832,1.4886121169678754e-16,0.00014401855577398872]",0
117,Miho,0.18181818181818182,0.8,0.3636363636363637,ordinary,"[0.18181818181818182,0.8,0.3636363636363637]","[0.9640014378270493,0.03414883477241343,7.255223748141475e-17,0.001849727400537383]",0
118,Mirela,0.07692307692307693,0.8333333333333334,0.2307692307692308,ordinary,"[0.07692307692307693,0.8333333333333334,0.2307692307692308]","[0.7510637575099598,0.24893599653425727,3.0263114227494897e-16,2.459557826244619e-07]",0
119,Mirkomatic,0.3076923076923077,0.9166666666666666,0.2307692307692308,ordinary,"[0.3076923076923077,0.9166666666666666,0.2307692307692308]","[0.7726161525115354,0.22712628650914965,5.5414514228819635e-17,0.00025756097931485886]",0
120,miroc,0.8333333333333334,0.8,0.16666666666666666,ordinary,"[0.8333333333333334,0.8,0.16666666666666666]","[0.10111174444512182,6.901107664448444e-16,6.886421636571514e-16,0.8988882555548768]",3
121,MojcaDamijan,0.3076923076923077,1.0,0.6153846153846154,ordinary,"[0.3076923076923077,1.0,0.6153846153846154]","[0.07602615391221312,0.7578394148743774,7.880356574539397e-17,0.1661344312134092]",1
122,Nejc Kodric,0.6153846153846154,1.0,0.15384615384615385,ordinary,"[0.6153846153846154,1.0,0.15384615384615385]","[0.9699019906518753,5.700600286921734e-07,1.8741877348464703e-16,0.03009743928809582]",0
123,NenadS,0.5,1.0,0.25,ordinary,"[0.5,1.0,0.25]","[0.9708342249642796,0.0005572223728408851,8.174132138627955e-17,0.02860855266287927]",0
124,Neven,0.23076923076923078,0.9166666666666666,0.6923076923076923,ordinary,"[0.23076923076923078,0.9166666666666666,0.6923076923076923]","[0.01745711550633113,0.9303450020715038,3.0251346537174745e-17,0.05219788242216503]",1
125,Niko Vukusic,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[9.655096661284596e-09,1.7530663461010696e-06,0.9999981679211761,6.935738120320026e-08]",2
126,niko.mihovilovic,0.08333333333333333,0.9090909090909092,0.4166666666666667,ordinary,"[0.08333333333333333,0.9090909090909092,0.4166666666666667]","[0.0927901194773799,0.9070335543541282,3.604469723210526e-17,0.0001763261684917557]",1
127,Nikoleta,0.3,1.0,0.7,ordinary,"[0.3,1.0,0.7]","[2.702344089875192e-08,9.363273231526798e-07,0.9999989370402584,9.96089774916813e-08]",2
128,Oaky,0.2222222222222222,1.0,0.7777777777777778,ordinary,"[0.2222222222222222,1.0,0.7777777777777778]","[5.109571807722557e-09,2.065486735229397e-06,0.9999978740311217,5.5372571295779916e-08]",2
129,Ojiga,0.25,1.0,0.75,ordinary,"[0.25,1.0,0.75]","[9.655096661284596e-09,1.7530663461010696e-06,0.9999981679211761,6.935738120320026e-08]",2
130,Pavle,0.15384615384615385,1.0,0.8461538461538461,ordinary,"[0.15384615384615385,1.0,0.8461538461538461]","[8.764598842504025e-10,1.7644593688204183e-06,0.9999982051026952,2.9561476109137114e-08]",2
131,pedro,0.8,1.0,0.2,ordinary,"[0.8,1.0,0.2]","[2.1453769505868185e-07,1.132646267683764e-19,0.999999612180165,1.732821400637919e-07]",2
132,Pero,0.1111111111111111,1.0,0.1111111111111111,ordinary,"[0.1111111111111111,1.0,0.1111111111111111]","[0.0245306070942312,0.9754693928727063,5.203407577126309e-17,3.3062409713025056e-11]",1
133,Petar,0.16666666666666666,1.0,0.4166666666666667,ordinary,"[0.16666666666666666,1.0,0.4166666666666667]","[0.043870245426391265,0.955535818325686,1.7346852430704976e-17,0.0005939362479227694]",1
134,PeterKogej,0.2727272727272727,0.8,0.18181818181818185,ordinary,"[0.2727272727272727,0.8,0.18181818181818185]","[0.9965901752457718,0.0033806157400847773,9.922000766954424e-17,2.9209014143384595e-05]",0
135,PetraP,0.4,1.0,0.6,ordinary,"[0.4,1.0,0.6]","[1.3520009478419024e-07,7.423548289095043e-08,0.9999996167535276,1.738108946955973e-07]",2
