,user,cat,regularitynbFollowing,regularitynbCatchup,regularitynbIndependant,nbVideos,regularitybehavior,regularityClasses,features,probability,prediction
45,Damir Mulalic,Ordinary - Registered,0.16666666666666666,0.25,0.5833333333333334,12.0,Independant,1,"[0.16666666666666666,0.25,0.5833333333333334]","[0.7290073674892945,9.979445986787374e-16,0.2709926325107045]",0
46,damir.juretic,Ordinary - Registered,1.0,0.0,0.0,11.0,Follower,0,"[1.0,0.0,0.0]","[0.9252810332549992,2.3508275659190983e-15,0.0747189667449984]",0
47,Danilo4783,Ordinary - Registered,0.09090909090909091,0.2727272727272727,0.6363636363636364,11.0,Independant,1,"[0.09090909090909091,0.2727272727272727,0.6363636363636364]","[0.7404693848970576,1.4924582165416026e-15,0.2595306151029409]",0
48,Dario,Ordinary - Registered,0.2222222222222222,0.1111111111111111,0.6666666666666666,9.0,Independant,1,"[0.2222222222222222,0.1111111111111111,0.6666666666666666]","[0.7608237521596376,1.5564640024846238e-15,0.2391762478403608]",0
49,DarioR,Ordinary - Registered,0.14285714285714285,0.14285714285714285,0.7142857142857143,7.0,Independant,1,"[0.14285714285714285,0.14285714285714285,0.7142857142857143]","[0.7710352646702001,2.2237859696320943e-15,0.2289647353297977]",0
50,Darko Babic,Ordinary - Registered,0.6923076923076923,0.15384615384615385,0.15384615384615385,13.0,Follower,0,"[0.6923076923076923,0.15384615384615385,0.15384615384615385]","[0.8127892296156287,5.3520275027189215e-16,0.18721077038437078]",0
51,Dejan Adamic,Ordinary - Registered,0.6153846153846154,0.15384615384615385,0.23076923076923078,13.0,Follower,0,"[0.6153846153846154,0.15384615384615385,0.23076923076923078]","[0.7850905619757467,4.592048152238955e-16,0.21490943802425286]",0
52,DejanJ,Ordinary - Registered,0.8461538461538461,0.07692307692307693,0.07692307692307693,13.0,Follower,0,"[0.8461538461538461,0.07692307692307693,0.07692307692307693]","[0.874580128407456,9.848016392149673e-16,0.12541987159254295]",0
53,delimir,Ordinary - Registered,0.0,0.0,1.0,11.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
54,demirel,Ordinary - Registered,0.25,0.75,0.0,4.0,Catch-upper,2,"[0.25,0.75,0.0]","[0.38778242913983063,5.85689422751798e-16,0.6122175708601687]",2
55,Deni Oreb,Ordinary - Registered,0.09090909090909091,0.9090909090909091,0.0,11.0,Catch-upper,2,"[0.09090909090909091,0.9090909090909091,0.0]","[0.24086524661110698,9.803981105487138e-16,0.759134753388892]",2
56,Dimen,Ordinary - Registered,0.4,0.2,0.4,5.0,Mixed - No predominent behavior,3,"[0.4,0.2,0.4]","[0.7292400367518691,4.534075891189661e-16,0.2707599632481304]",0
57,dkervina,Ordinary - Registered,0.5,0.5,0.0,8.0,Follower,0,"[0.5,0.5,0.0]","[0.6426276043455645,4.454524995303734e-16,0.357372395654435]",0
58,dmeic,Ordinary - Registered,0.3076923076923077,0.46153846153846156,0.23076923076923078,13.0,Mixed - No predominent behavior,3,"[0.3076923076923077,0.46153846153846156,0.23076923076923078]","[0.6136886845507651,3.5097327547831424e-16,0.3863113154492345]",0
59,Domen S,Ordinary - Registered,1.0,0.0,0.0,12.0,Follower,0,"[1.0,0.0,0.0]","[0.9252810332549992,2.3508275659190983e-15,0.0747189667449984]",0
60,Dorsi,Ordinary - Registered,0.4,0.6,0.0,10.0,Catch-upper,2,"[0.4,0.6,0.0]","[0.5438139050007179,4.59159994009093e-16,0.45618609499928153]",0
61,dragana,Ordinary - Registered,0.42857142857142855,0.5714285714285714,0.0,7.0,Catch-upper,2,"[0.42857142857142855,0.5714285714285714,0.0]","[0.5729785141118247,4.502181359246999e-16,0.42702148588817496]",0
62,Dražen,Ordinary - Registered,0.5555555555555556,0.3333333333333333,0.1111111111111111,9.0,Follower,0,"[0.5555555555555556,0.3333333333333333,0.1111111111111111]","[0.7301112252853701,3.8145026790246714e-16,0.2698887747146295]",0
63,drejc,Ordinary - Registered,0.18181818181818182,0.09090909090909091,0.7272727272727273,11.0,Independant,1,"[0.18181818181818182,0.09090909090909091,0.7272727272727273]","[0.7743642613994801,2.392713186448202e-15,0.22563573860051747]",0
64,Duši,Ordinary - Registered,0.125,0.375,0.5,8.0,Independant,1,"[0.125,0.375,0.5]","[0.6804251611174429,7.673043531358805e-16,0.31957483888255633]",0
65,Edvard,Ordinary - Registered,0.7777777777777778,0.1111111111111111,0.1111111111111111,9.0,Follower,0,"[0.7777777777777778,0.1111111111111111,0.1111111111111111]","[0.8480103504993379,7.269892642096552e-16,0.1519896495006613]",0
66,Efa i Neno,Ordinary - Registered,0.38461538461538464,0.38461538461538464,0.23076923076923078,13.0,Mixed - No predominent behavior,3,"[0.38461538461538464,0.38461538461538464,0.23076923076923078]","[0.6633980585981486,3.332841466292997e-16,0.336601941401851]",0
67,Elena Nikolovska,Ordinary - Registered,0.125,0.5,0.375,8.0,Catch-upper,2,"[0.125,0.5,0.375]","[0.6004628826522105,5.714336969177684e-16,0.39953711734778896]",0
68,Ferijan Perkovic,Ordinary - Registered,0.5555555555555556,0.3333333333333333,0.1111111111111111,9.0,Follower,0,"[0.5555555555555556,0.3333333333333333,0.1111111111111111]","[0.7301112252853701,3.8145026790246714e-16,0.2698887747146295]",0
69,filip mestrovic,Ordinary - Registered,0.7142857142857143,0.2857142857142857,0.0,7.0,Follower,0,"[0.7142857142857143,0.2857142857142857,0.0]","[0.8083659725910066,6.132898422692097e-16,0.19163402740899274]",0
70,Gasper,Ordinary - Registered,0.42857142857142855,0.14285714285714285,0.42857142857142855,7.0,Mixed - No predominent behavior,3,"[0.42857142857142855,0.14285714285714285,0.42857142857142855]","[0.7445499905005674,5.20707772382341e-16,0.25545000949943214]",0
71,gcampa,Ordinary - Registered,0.4166666666666667,0.25,0.3333333333333333,12.0,Mixed - No predominent behavior,3,"[0.4166666666666667,0.25,0.3333333333333333]","[0.7177162386462942,3.8370091933605234e-16,0.2822837613537053]",0
72,GITA MARINKOVIC,Ordinary - Registered,0.25,0.75,0.0,4.0,Catch-upper,2,"[0.25,0.75,0.0]","[0.38778242913983063,5.85689422751798e-16,0.6122175708601687]",2
73,Goran Cacic,Ordinary - Registered,0.08333333333333333,0.16666666666666666,0.75,12.0,Independant,1,"[0.08333333333333333,0.16666666666666666,0.75]","[0.7820547535613925,3.0680502031134346e-15,0.2179452464386044]",0
74,Goran Ðurica,Ordinary - Registered,0.3076923076923077,0.46153846153846156,0.23076923076923078,13.0,Mixed - No predominent behavior,3,"[0.3076923076923077,0.46153846153846156,0.23076923076923078]","[0.6136886845507651,3.5097327547831424e-16,0.3863113154492345]",0
75,Gordan,Ordinary - Registered,0.07692307692307693,0.0,0.9230769230769231,13.0,Independant,1,"[0.07692307692307693,0.0,0.9230769230769231]","[0.8242600056144174,1.3684492638093142e-14,0.17573999438556898]",0
76,Gordana Genc,Ordinary - Registered,0.8888888888888888,0.1111111111111111,0.0,9.0,Follower,0,"[0.8888888888888888,0.1111111111111111,0.0]","[0.8914551856742317,1.2210754651820828e-15,0.10854481432576704]",0
77,gpet,Ordinary - Registered,0.8333333333333334,0.16666666666666666,0.0,12.0,Follower,0,"[0.8333333333333334,0.16666666666666666,0.0]","[0.8694917876908929,9.384000132892502e-16,0.13050821230910617]",0
78,Gregor Primc,Ordinary - Registered,0.4166666666666667,0.08333333333333333,0.5,12.0,Independant,1,"[0.4166666666666667,0.08333333333333333,0.5]","[0.7534607910085889,7.02777218851675e-16,0.24653920899141044]",0
79,greta,Ordinary - Registered,0.2857142857142857,0.42857142857142855,0.2857142857142857,7.0,Mixed - No predominent behavior,3,"[0.2857142857142857,0.42857142857142855,0.2857142857142857]","[0.6313313454657911,3.6809871737038985e-16,0.3686686545342086]",0
80,Grozdana Sirotic,Ordinary - Registered,0.5,0.0,0.5,4.0,Follower,0,"[0.5,0.0,0.5]","[0.769823439123357,8.629353674372629e-16,0.230176560876642]",0
81,Grup amor,Ordinary - Registered,0.1111111111111111,0.0,0.8888888888888888,9.0,Independant,1,"[0.1111111111111111,0.0,0.8888888888888888]","[0.8128950138982459,9.672056230273954e-15,0.18710498610174434]",0
82,HanaP,Ordinary - Registered,0.0,0.0,1.0,5.0,Independant,1,"[0.0,0.0,1.0]","[1.2760105472852841e-22,1.0,2.2188005880867885e-23]",1
83,Hrvoje Juvancic,Ordinary - Registered,0.5555555555555556,0.4444444444444444,0.0,9.0,Follower,0,"[0.5555555555555556,0.4444444444444444,0.0]","[0.692437697125412,4.594273227603759e-16,0.3075623028745875]",0
84,Igor Šutic,Ordinary - Registered,0.8461538461538461,0.07692307692307693,0.07692307692307693,13.0,Follower,0,"[0.8461538461538461,0.07692307692307693,0.07692307692307693]","[0.874580128407456,9.848016392149673e-16,0.12541987159254295]",0
85,Igor Žafran,Ordinary - Registered,0.7692307692307693,0.07692307692307693,0.15384615384615385,13.0,Follower,0,"[0.7692307692307693,0.07692307692307693,0.15384615384615385]","[0.8448558000552248,7.310830789099572e-16,0.15514419994477455]",0
86,Igor29,Ordinary - Registered,0.3333333333333333,0.6666666666666666,0.0,6.0,Catch-upper,2,"[0.3333333333333333,0.6666666666666666,0.0]","[0.4742707852810338,4.970642089412206e-16,0.5257292147189657]",2
87,IgorGancevic,Ordinary - Registered,0.125,0.25,0.625,8.0,Independant,1,"[0.125,0.25,0.625]","[0.7396189774090475,1.31589693359539e-15,0.2603810225909512]",0
88,igorr,Ordinary - Registered,0.2222222222222222,0.1111111111111111,0.6666666666666666,9.0,Independant,1,"[0.2222222222222222,0.1111111111111111,0.6666666666666666]","[0.7608237521596376,1.5564640024846238e-15,0.2391762478403608]",0
89,iivana,Ordinary - Registered,0.2857142857142857,0.14285714285714285,0.5714285714285714,7.0,Independant,1,"[0.2857142857142857,0.14285714285714285,0.5714285714285714]","[0.7439126343265375,8.851095724795972e-16,0.2560873656734615]",0
90,Ina,Ordinary - Registered,0.9,0.0,0.1,10.0,Follower,0,"[0.9,0.0,0.1]","[0.891530095452012,1.3593076673920716e-15,0.10846990454798662]",0
91,Ines,Ordinary - Registered,0.125,0.875,0.0,8.0,Catch-upper,2,"[0.125,0.875,0.0]","[0.2693310913533239,8.581373495913879e-16,0.7306689086466753]",2
92,Ivan Odrljin,Ordinary - Registered,0.6923076923076923,0.07692307692307693,0.23076923076923078,13.0,Follower,0,"[0.6923076923076923,0.07692307692307693,0.23076923076923078]","[0.8162819962612926,6.015104540871075e-16,0.1837180037387068]",0
93,Ivana PR,Ordinary - Registered,1.0,0.0,0.0,5.0,Follower,0,"[1.0,0.0,0.0]","[0.9252810332549992,2.3508275659190983e-15,0.0747189667449984]",0
94,IvanV,Ordinary - Registered,0.6666666666666666,0.3333333333333333,0.0,6.0,Follower,0,"[0.6666666666666666,0.3333333333333333,0.0]","[0.7778672262010862,5.444938315668724e-16,0.2221327737989133]",0
95,Ivica Komljenovic,Ordinary - Registered,0.15384615384615385,0.8461538461538461,0.0,13.0,Catch-upper,2,"[0.15384615384615385,0.8461538461538461,0.0]","[0.294854367639072,7.742632983831869e-16,0.7051456323609272]",2
96,Iztok3,Ordinary - Registered,0.2,0.4,0.4,10.0,Mixed - No predominent behavior,3,"[0.2,0.4,0.4]","[0.6517974602400274,4.966385462109875e-16,0.3482025397599722]",0
97,jadralec Jaro,Ordinary - Registered,0.625,0.125,0.25,8.0,Follower,0,"[0.625,0.125,0.25]","[0.7909025965879501,4.904841049272903e-16,0.2090974034120493]",0
98,Jadran,Ordinary - Registered,0.8333333333333334,0.16666666666666666,0.0,12.0,Follower,0,"[0.8333333333333334,0.16666666666666666,0.0]","[0.8694917876908929,9.384000132892502e-16,0.13050821230910617]",0
99,Janez  stupica,Ordinary - Registered,0.625,0.0,0.375,8.0,Follower,0,"[0.625,0.0,0.375]","[0.7959281804609484,7.289659311600619e-16,0.204071819539051]",0
100,Jani Pristavec,Ordinary - Registered,0.9230769230769231,0.07692307692307693,0.0,13.0,Follower,0,"[0.9230769230769231,0.07692307692307693,0.0]","[0.9031876289239216,1.4664794706208138e-15,0.09681237107607697]",0
